publishedAt,title,source,url,sentiment,sentiment_label
2025-05-26T09:55:01Z,We asked 10 everyday Americans for the best investment of their lives,Business Insider,https://www.businessinsider.com/best-investments-ever-average-americans-stock-market-real-estate-wealth-2025-5,1,neutral
2025-05-26T08:34:55Z,Top Fitness Stocks To Add to Your Watchlist – May 24th,ETF Daily News,https://www.etfdailynews.com/2025/05/26/top-fitness-stocks-to-add-to-your-watchlist-may-24th/,1,neutral
2025-05-26T08:34:52Z,Music Stocks To Keep An Eye On – May 24th,ETF Daily News,https://www.etfdailynews.com/2025/05/26/music-stocks-to-keep-an-eye-on-may-24th/,1,neutral
2025-05-26T07:36:55Z,"9,390 Shares in Apple Inc. (NASDAQ:AAPL) Bought by Sovereign Investment Advisors LLC",ETF Daily News,https://www.etfdailynews.com/2025/05/26/9390-shares-in-apple-inc-nasdaqaapl-bought-by-sovereign-investment-advisors-llc/,1,neutral
2025-05-26T07:36:53Z,Centurion Wealth Management LLC Sells 436 Shares of Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/26/centurion-wealth-management-llc-sells-436-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-26T07:36:53Z,CBIZ Investment Advisory Services LLC Decreases Stock Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/26/cbiz-investment-advisory-services-llc-decreases-stock-position-in-apple-inc-nasdaqaapl/,0,positive
2025-05-26T07:36:52Z,Apple Inc. (NASDAQ:AAPL) Shares Acquired by Envestnet Portfolio Solutions Inc.,ETF Daily News,https://www.etfdailynews.com/2025/05/26/apple-inc-nasdaqaapl-shares-acquired-by-envestnet-portfolio-solutions-inc/,0,positive
2025-05-26T07:36:52Z,CV Advisors LLC Grows Stake in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/26/cv-advisors-llc-grows-stake-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-26T07:36:52Z,Apple Inc. (NASDAQ:AAPL) is Hutchinson Capital Management CA’s 2nd Largest Position,ETF Daily News,https://www.etfdailynews.com/2025/05/26/apple-inc-nasdaqaapl-is-hutchinson-capital-management-cas-2nd-largest-position/,1,neutral
2025-05-26T07:36:51Z,"Strategic Financial Partners Ltd. Buys 1,697 Shares of Apple Inc. (NASDAQ:AAPL)",ETF Daily News,https://www.etfdailynews.com/2025/05/26/strategic-financial-partners-ltd-buys-1697-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-26T07:36:51Z,Patten & Patten Inc. TN Cuts Holdings in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/26/patten-patten-inc-tn-cuts-holdings-in-apple-inc-nasdaqaapl/,2,negative
2025-05-26T06:05:01Z,Promising Technology Stocks To Watch Today – May 24th,ETF Daily News,https://www.etfdailynews.com/2025/05/26/promising-technology-stocks-to-watch-today-may-24th/,1,neutral
2025-05-26T05:05:29Z,Investors hope Nvidia makes a statement,TheStreet,https://www.thestreet.com/investing/investors-hope-nvidia-makes-a-statement,1,neutral
2025-05-25T23:12:56Z,Recessions Signs Rise; Moody’s Turns The Bond Market Blue,Forbes,https://www.forbes.com/sites/greatspeculations/2025/05/25/recessions-signs-rise-moodys-turns-the-bond-market-blue/,1,neutral
2025-05-25T14:16:34Z,"Trump Wants iPhones Made in the USA, But Is It Even Possible?",Biztoc.com,https://biztoc.com/x/1f908e8439f03b8e,1,neutral
2025-05-25T12:24:45Z,Bond Yields & Stocks: Something’s Happening Here,Forbes,https://www.forbes.com/sites/bill_stone/2025/05/25/bond-yields--stocks-somethings-happening-here/,1,neutral
2025-05-25T07:13:09Z,"15,551 Shares in Apple Inc. (NASDAQ:AAPL) Purchased by HMV Wealth Advisors LLC",ETF Daily News,https://www.etfdailynews.com/2025/05/25/15551-shares-in-apple-inc-nasdaqaapl-purchased-by-hmv-wealth-advisors-llc/,1,neutral
2025-05-25T07:13:08Z,Clearstead Trust LLC Has $22.13 Million Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/25/clearstead-trust-llc-has-22-13-million-position-in-apple-inc-nasdaqaapl/,0,positive
2025-05-25T07:13:07Z,"Family Firm Inc. Sells 2,313 Shares of Apple Inc. (NASDAQ:AAPL)",ETF Daily News,https://www.etfdailynews.com/2025/05/25/family-firm-inc-sells-2313-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-25T07:13:07Z,Maiden Cove Capital LLC Cuts Stock Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/25/maiden-cove-capital-llc-cuts-stock-position-in-apple-inc-nasdaqaapl/,0,positive
2025-05-25T07:13:06Z,"Poinciana Advisors Group LLC Purchases Shares of 10,122 Apple Inc. (NASDAQ:AAPL)",ETF Daily News,https://www.etfdailynews.com/2025/05/25/poinciana-advisors-group-llc-purchases-shares-of-10122-apple-inc-nasdaqaapl/,1,neutral
2025-05-25T07:13:06Z,"Brown Miller Wealth Management LLC Buys 1,137 Shares of Apple Inc. (NASDAQ:AAPL)",ETF Daily News,https://www.etfdailynews.com/2025/05/25/brown-miller-wealth-management-llc-buys-1137-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-25T07:13:03Z,"Greatmark Investment Partners Inc. Sells 2,998 Shares of Apple Inc. (NASDAQ:AAPL)",ETF Daily News,https://www.etfdailynews.com/2025/05/25/greatmark-investment-partners-inc-sells-2998-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-25T07:13:03Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Doheny Asset Management CA,ETF Daily News,https://www.etfdailynews.com/2025/05/25/apple-inc-nasdaqaapl-shares-sold-by-doheny-asset-management-ca/,2,negative
2025-05-25T07:13:01Z,Ironwood Investment Counsel LLC Lowers Stock Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/25/ironwood-investment-counsel-llc-lowers-stock-position-in-apple-inc-nasdaqaapl/,0,positive
2025-05-25T07:12:58Z,Apple Inc. (NASDAQ:AAPL) is Hills Bank & Trust Co’s 10th Largest Position,ETF Daily News,https://www.etfdailynews.com/2025/05/25/apple-inc-nasdaqaapl-is-hills-bank-trust-cos-10th-largest-position/,1,neutral
2025-05-25T07:06:35Z,Mac mini (2024)のThunderbolt 4ポートに最大40Gbps接続でNVMe SSDを、前面のUSB-Cポートに10GbpsでUSBハブを接続しボトルネックを解決したMac mini縦置きドックが発売。,Applech2.com,https://applech2.com/archives/20250525-vertical-mac-mini-m4-2024-dock-stand-usb4.html,1,neutral
2025-05-25T06:04:58Z,Top Technology Stocks To Watch Today – May 23rd,ETF Daily News,https://www.etfdailynews.com/2025/05/25/top-technology-stocks-to-watch-today-may-23rd/,1,neutral
2025-05-25T05:48:09Z,Apple (AAPL) Faces a New Kind of Rival – And Wall Street Is Paying Attention,Yahoo Entertainment,https://finance.yahoo.com/news/apple-aapl-faces-kind-rival-054809778.html,1,neutral
2025-05-25T05:32:59Z,Zacks Research Forecasts Apple’s Q3 Earnings (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/25/zacks-research-forecasts-apples-q3-earnings-nasdaqaapl/,1,neutral
2025-05-24T21:00:47Z,"Ex-Apple Engineers Behind $200M Xnor Deal Launch ElastixAI, Secure $16M To Revolutionize AI Inference Across Devices",Benzinga,https://www.benzinga.com/news/25/05/45600990/ex-apple-engineers-behind-200m-xnor-deal-launch-elastixai-secure-16m-to-revolutionize-ai-inference-across-devices,1,neutral
2025-05-24T14:36:50Z,Trump threatens Apple Inc. (AAPL) with New Tariffs if iPhones Not Made in U.S,Biztoc.com,https://biztoc.com/x/23fb0da1a88a195e,1,neutral
2025-05-24T14:34:03Z,Dan Ives Fires Back: Trump’s Apple Plan Needs ‘Herculean Logistics’,Yahoo Entertainment,https://finance.yahoo.com/news/dan-ives-fires-back-trump-143403920.html,1,neutral
2025-05-24T14:18:14Z,Trump threatens Apple Inc. (AAPL) with New Tariffs if iPhones Not Made in U.S.,Yahoo Entertainment,https://finance.yahoo.com/news/trump-threatens-apple-inc-aapl-141814540.html,1,neutral
2025-05-24T13:15:22Z,Morning Movers: Apple slips following President Trump tariff threat,Yahoo Entertainment,https://finance.yahoo.com/news/morning-movers-apple-slips-following-131522487.html,1,neutral
2025-05-24T11:50:06Z,Trump Threatens Apple on US-Made iPhones. How Should You Play AAPL Stock Here?,Biztoc.com,https://biztoc.com/x/bb8afa84dd0e4254,1,neutral
2025-05-24T10:00:42Z,Trump tariffs crash stocks – But Bitcoin has seen it all before,Ambcrypto.com,https://ambcrypto.com/trump-tariffs-crash-stocks-but-bitcoin-has-seen-it-all-before/,1,neutral
2025-05-24T07:41:00Z,Virtu Financial LLC Acquires New Holdings in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/24/virtu-financial-llc-acquires-new-holdings-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-24T07:40:55Z,Blume Capital Management Inc. Sells 582 Shares of Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/24/blume-capital-management-inc-sells-582-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-24T07:04:57Z,Atala Financial Inc Takes Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/24/atala-financial-inc-takes-position-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-24T07:04:55Z,Apple Inc. (NASDAQ:AAPL) is Carret Asset Management LLC’s Largest Position,ETF Daily News,https://www.etfdailynews.com/2025/05/24/apple-inc-nasdaqaapl-is-carret-asset-management-llcs-largest-position/,1,neutral
2025-05-24T07:04:55Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Wellington Shields Capital Management LLC,ETF Daily News,https://www.etfdailynews.com/2025/05/24/apple-inc-nasdaqaapl-shares-sold-by-wellington-shields-capital-management-llc/,1,neutral
2025-05-24T07:04:54Z,Apple Inc. (NASDAQ:AAPL) Stock Holdings Increased by Left Brain Wealth Management LLC,ETF Daily News,https://www.etfdailynews.com/2025/05/24/apple-inc-nasdaqaapl-stock-holdings-increased-by-left-brain-wealth-management-llc/,0,positive
2025-05-24T07:04:54Z,"143,541 Shares in Apple Inc. (NASDAQ:AAPL) Acquired by Postrock Partners LLC",ETF Daily News,https://www.etfdailynews.com/2025/05/24/143541-shares-in-apple-inc-nasdaqaapl-acquired-by-postrock-partners-llc/,1,neutral
2025-05-24T07:04:53Z,Phillips Financial Management LLC Buys 425 Shares of Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/24/phillips-financial-management-llc-buys-425-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-24T07:04:53Z,"48,039 Shares in Apple Inc. (NASDAQ:AAPL) Purchased by Impact Capital Partners LLC",ETF Daily News,https://www.etfdailynews.com/2025/05/24/48039-shares-in-apple-inc-nasdaqaapl-purchased-by-impact-capital-partners-llc/,0,positive
2025-05-24T07:04:53Z,Apple Inc. (NASDAQ:AAPL) Shares Sold by Parnassus Investments LLC,ETF Daily News,https://www.etfdailynews.com/2025/05/24/apple-inc-nasdaqaapl-shares-sold-by-parnassus-investments-llc/,2,negative
2025-05-24T07:04:52Z,Apple Inc. (NASDAQ:AAPL) Position Trimmed by MGO Private Wealth LLC,ETF Daily News,https://www.etfdailynews.com/2025/05/24/apple-inc-nasdaqaapl-position-trimmed-by-mgo-private-wealth-llc/,1,neutral
2025-05-24T06:36:44Z,Retail Stocks To Add to Your Watchlist – May 22nd,ETF Daily News,https://www.etfdailynews.com/2025/05/24/retail-stocks-to-add-to-your-watchlist-may-22nd/,0,positive
2025-05-24T03:31:26Z,"Apple Faces 'First Serious Threat In 20 Years' As OpenAI Acquires iPhone Maker's Former Design Chief Jony Ive's Hardware Startup, Says Gene Munster",Yahoo Entertainment,https://finance.yahoo.com/news/apple-faces-first-serious-threat-033126066.html,1,neutral
2025-05-23T22:00:00Z,"AAPL, EU in New Tariff Crosshairs as ETFs Wobble",Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_8944b897-4307-49c3-b8aa-0799c9bad6ca,1,neutral
2025-05-23T19:17:55Z,Trump expands Apple tariff threat to iPhone rivals. But it's not helping the stock,CNBC,https://www.cnbc.com/2025/05/23/jim-cramer-says-this-is-the-real-winner-from-trumps-tariff-threat-on-apple.html,1,neutral
2025-05-23T17:27:22Z,Commentary: Why Apple and Tim Cook can't placate Trump,Yahoo Entertainment,https://finance.yahoo.com/news/commentary-why-apple-and-tim-cook-cant-placate-trump-172722127.html,1,neutral
2025-05-23T16:58:06Z,"Trump threatens 50% tariff on EU, 25% levy on Apple for iPhones not made in U.S",Biztoc.com,https://biztoc.com/x/1c2917e8261a4290,1,neutral
2025-05-23T16:53:24Z,"Trump tariff blitz on EU and Apple triggers global market chaos: Stocks sink, dollar slides, gold soars — here’s what you need to know",The Times of India,https://economictimes.indiatimes.com/news/international/us/trump-tariff-blitz-on-eu-and-apple-triggers-global-market-chaos-stocks-sink-dollar-slides-gold-soars-heres-what-you-need-to-know/articleshow/121367639.cms,1,neutral
2025-05-23T16:10:00Z,Trump’s latest tariff threats could mean the Fed waits longer to cut interest rates,Quartz India,https://qz.com/federal-reserve-interest-rate-changes-trump-tariff-1851782178,2,negative
2025-05-23T15:07:42Z,"Stock Market Today: Dow Jones Tumbles On Trump Tariff Threat; Apple Targeted For Levies, Extends Losses (Live Coverage)",Biztoc.com,https://biztoc.com/x/f0f58bc04be7885b,1,neutral
2025-05-23T15:07:28Z,"Performance Comparison: Apple And Competitors In Technology Hardware, Storage & Peripherals Industry",Biztoc.com,https://biztoc.com/x/7ab29c5e68747c24,0,positive
2025-05-23T15:01:00Z,OnlyFans in talks to be sold for billions of dollars: Report,Quartz India,https://qz.com/onlyfans-deal-talks-billions-forest-road-1851782146,1,neutral
2025-05-23T14:55:00Z,Apple stock slips as Trump threatens big tariffs on iPhones,Quartz India,https://qz.com/apple-stock-trump-tariffs-iphones-india-china-1851782158,1,neutral
2025-05-23T14:36:18Z,Mizuho’s Klein on Trump/Apple: ’Tim Cook has no great outcomes here’,Yahoo Entertainment,https://finance.yahoo.com/news/mizuho-klein-trump-apple-tim-143618596.html,1,neutral
2025-05-23T14:11:53Z,Dow Jones Tumbles 300 Points On Trump Tariff Comments; Apple Sells Off,Biztoc.com,https://biztoc.com/x/4a272227ce66df6a,2,negative
2025-05-23T13:56:00Z,Trump demands Apple make iPhones in the US or face a 25% tariff,TechSpot,https://www.techspot.com/news/108040-trump-demands-apple-make-iphones-us-or-face.html,1,neutral
2025-05-23T13:40:59Z,Apple stock slightly down as Trump threatens 25% tariffs over iPhones made outside the U.S.,9to5Mac,https://9to5mac.com/2025/05/23/apple-stock-drops-as-trump-threatens-tariffs/,2,negative
2025-05-23T13:16:38Z,5 Things to Know Before the Stock Market Opens,Biztoc.com,https://biztoc.com/x/5ce4cf48de8ad892,1,neutral
2025-05-23T13:04:00Z,President Trump: iPhone sold in America will be made in America or Apple will pay a 25% tariff,Macdailynews.com,https://macdailynews.com/2025/05/23/president-trump-iphone-sold-in-america-will-be-made-in-america-or-apple-will-pay-a-25-tariff/,1,neutral
2025-05-23T12:54:43Z,Stock Market Live May 23: S&P 500 (VOO) Falling as Trump Slices Apple and EU,Biztoc.com,https://biztoc.com/x/0c6a3e51e4c2cf2c,1,neutral
2025-05-23T12:34:45Z,"Trump threatens 25% tariffs on iPhones and 50% levies against Europe, quickly tanking stocks",Quartz India,https://qz.com/aapl-trump-tariffs-india-eu-1851782101,1,neutral
2025-05-23T12:29:01Z,"Apple stock falls after Trump’s 25% iPhone tariff warning: Why are Apple stock futures dropping and how are Trump tariffs impacting U.S. stock futures, Nasdaq, Dow Jones, and S&P 500 today?",The Times of India,https://economictimes.indiatimes.com/news/international/us/apple-stock-falls-after-trumps-25-iphone-tariff-warning-why-are-apple-stock-futures-dropping-and-how-are-trump-tariffs-impacting-u-s-stock-futures-nasdaq-dow-jones-and-sp-500-today/articleshow/121363907.cms,0,positive
2025-05-23T12:14:16Z,"Good Vibes Shattered as Trump Revives Trade War, Sending Bitcoin Tumbling Below $109K",CoinDesk,https://www.coindesk.com/markets/2025/05/23/good-vibes-shattered-as-trump-revives-trade-war-bitcoin-tumbles-below-usd109k,1,neutral
2025-05-23T11:58:53Z,Trump Threatens Tim Cook To Manufacture iPhones In US Or Face 'At Least 25%' Tariffs: AAPL Stock Slides Over 3% In Premarket,Biztoc.com,https://biztoc.com/x/181b4c30a3215b4d,1,neutral
2025-05-23T11:58:33Z,Trump warns Apple of 25% tariffs if iPhones not made in U.S,Biztoc.com,https://biztoc.com/x/805500809a36e1ca,1,neutral
2025-05-23T11:53:23Z,Trump demands 25% tariff on any iPhone not made in the US,AppleInsider,https://appleinsider.com/articles/25/05/23/trump-demands-25-tariff-on-any-iphone-not-made-in-the-us,1,neutral
2025-05-23T07:53:03Z,Tillman Hartley LLC Cuts Stock Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/23/tillman-hartley-llc-cuts-stock-position-in-apple-inc-nasdaqaapl/,0,positive
2025-05-23T07:53:01Z,Madison Wealth Partners Inc Reduces Stake in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/23/madison-wealth-partners-inc-reduces-stake-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-23T07:52:58Z,Rakuten Securities Inc. Decreases Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/23/rakuten-securities-inc-decreases-position-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-23T07:52:57Z,"1,077 Shares in Apple Inc. (NASDAQ:AAPL) Bought by VanWeelden Wealth Management LLC",ETF Daily News,https://www.etfdailynews.com/2025/05/23/1077-shares-in-apple-inc-nasdaqaapl-bought-by-vanweelden-wealth-management-llc/,1,neutral
2025-05-23T07:52:56Z,Balboa Wealth Partners Has $17.71 Million Stock Holdings in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/23/balboa-wealth-partners-has-17-71-million-stock-holdings-in-apple-inc-nasdaqaapl/,0,positive
2025-05-23T07:52:48Z,"HBK Sorce Advisory LLC Purchases 5,493 Shares of Apple Inc. (NASDAQ:AAPL)",ETF Daily News,https://www.etfdailynews.com/2025/05/23/hbk-sorce-advisory-llc-purchases-5493-shares-of-apple-inc-nasdaqaapl/,1,neutral
2025-05-23T07:43:27Z,Is Brookfield Infrastructure's ~6% Dividend Safe?,Biztoc.com,https://biztoc.com/x/e02a382e356720b7,1,neutral
2025-05-23T07:11:01Z,Apple Inc. (NASDAQ:AAPL) is Wintrust Investments LLC’s 3rd Largest Position,ETF Daily News,https://www.etfdailynews.com/2025/05/23/apple-inc-nasdaqaapl-is-wintrust-investments-llcs-3rd-largest-position/,1,neutral
2025-05-23T07:11:00Z,Erste Asset Management GmbH Has $356.45 Million Stake in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/23/erste-asset-management-gmbh-has-356-45-million-stake-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-23T07:10:55Z,Apple Inc. (NASDAQ:AAPL) is Tredje AP fonden’s 2nd Largest Position,ETF Daily News,https://www.etfdailynews.com/2025/05/23/apple-inc-nasdaqaapl-is-tredje-ap-fondens-2nd-largest-position/,1,neutral
2025-05-23T07:10:55Z,Apple Inc. (NASDAQ:AAPL) Holdings Lifted by Essential Planning LLC.,ETF Daily News,https://www.etfdailynews.com/2025/05/23/apple-inc-nasdaqaapl-holdings-lifted-by-essential-planning-llc/,1,neutral
2025-05-23T07:10:54Z,Kranot Hishtalmut Le Morim Tichoniim Havera Menahelet LTD Trims Stock Position in Apple Inc. (NASDAQ:AAPL),ETF Daily News,https://www.etfdailynews.com/2025/05/23/kranot-hishtalmut-le-morim-tichoniim-havera-menahelet-ltd-trims-stock-position-in-apple-inc-nasdaqaapl/,1,neutral
2025-05-23T06:03:03Z,Technology Stocks To Research – May 21st,ETF Daily News,https://www.etfdailynews.com/2025/05/23/technology-stocks-to-research-may-21st/,1,neutral
2025-05-23T04:28:47Z,Elise Japan、Magic Mouse 2のソールへ取り付けることで滑りを改善し操作性を高める「ZeroPad for Apple Magic Mouse 2」の取り扱いを再開。,Applech2.com,https://applech2.com/archives/20250523-zeropad-for-apple-magic-mouse-2.html,1,neutral
2025-05-23T04:24:25Z,Guess which ASX 200 technology stock has outperformed Nvidia over the past 5 years?,Motley Fool Australia,https://www.fool.com.au/2025/05/23/guess-which-asx200-technology-stock-has-outperformed-nvidia-over-the-past-5-years/,0,positive
2025-05-22T23:56:12Z,Apple Inc. (AAPL) Partners with Emory Healthcare to Power First U.S. Hospital with Its Devices,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_b7a1ae2b-f06c-4eff-8fdc-f5a645733826,1,neutral
2025-05-22T22:42:51Z,Parallels、Windows 11仮想マシンでの不具合を修正したHotfixとなる「Parallels Desktop for Mac v20.3.1」をリリース。,Applech2.com,https://applech2.com/archives/20250523-parallels-desktop-20-3-1-for-mac.html,1,neutral
2025-05-22T22:05:45Z,AmazonでM2/M4 Proチップ搭載のMac miniやM3のMacBook Air/iMac、Apple Pencil (第2世代)の旧パッケージモデル、MagSafe充電器 (15W)などが最大25%OFFセール中。,Applech2.com,https://applech2.com/archives/20250523-amazon-apple-time-sale.html,1,neutral
2025-05-22T20:20:00Z,"Kraken to offer tokenized securities, including Apple, Tesla, and Nvidia, to customers outside the U.S",Quartz India,https://qz.com/kraken-backed-solana-tokenized-us-securities-1851782038,1,neutral
2025-05-22T17:28:31Z,"“Some Say” Tesla (TSLA) Is Like Pre-iTunes Apple (AAPL), Tech Researcher Reports",Biztoc.com,https://biztoc.com/x/e80d423786438978,1,neutral
2025-05-22T17:11:46Z,"“Some Say” Tesla (TSLA) Is Like Pre-iTunes Apple (AAPL), Tech Researcher Reports",Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_1c916ed2-fdc2-4831-a300-4e7d1f688cc2,1,neutral
2025-05-22T17:03:40Z,"Nvidia, Tesla, and Apple stocks will be tokenized by Kraken",TheStreet,https://www.thestreet.com/crypto/markets/nvidia-tesla-and-apple-stocks-will-be-tokenized-by-kraken,0,positive
2025-05-22T16:51:43Z,"Bitcoin hovers near $111,000 as crypto momentum grows",Yahoo Entertainment,https://finance.yahoo.com/news/bitcoin-hovers-near-111000-as-crypto-momentum-grows-165143182.html,1,neutral
2025-05-22T15:30:09Z,Why Goldman Remains Bullish on Apple (AAPL),Biztoc.com,https://biztoc.com/x/62f532ba8b74874e,1,neutral
2025-05-22T15:21:38Z,Why Goldman Remains Bullish on Apple (AAPL),Yahoo Entertainment,https://finance.yahoo.com/news/why-goldman-remains-bullish-apple-152138051.html,1,neutral
2025-05-22T15:09:22Z,"Industry Comparison: Evaluating Apple Against Competitors In Technology Hardware, Storage & Peripherals Industry",Biztoc.com,https://biztoc.com/x/b44bc533d5018620,1,neutral
2025-05-22T14:38:00Z,OpenAI's next big bet: 100 million physical AI 'companions',Quartz India,https://qz.com/openai-sam-altman-jony-ive-ai-companion-2026-chatgpt-1851781904,1,neutral
